time_s,x,y,z,qx,qy,qz,qw,target_fz
13.258900,0.006895177,-0.039852208,0.005302525,0.535781116056,0.023561548034,-0.118935961728,0.835606178854,-2.559024
13.292858,0.006785769,-0.039795547,0.005678163,0.536311531929,0.021466817905,-0.116714013523,0.835635659541,-2.553239
13.359046,0.006560072,-0.039640781,0.005904927,0.539440161432,0.019006248246,-0.113874587718,0.834071731348,-2.535614
13.425749,0.006319386,-0.039175668,0.006625940,0.541882247466,0.015484283931,-0.108882072962,0.833227796596,-2.546518
13.459017,0.006192746,-0.040033236,0.005546887,0.540689074028,0.015823107354,-0.111982960182,0.833585491194,-2.531796
13.526368,0.006218266,-0.040018648,0.006752427,0.544315211284,0.011780450243,-0.107947762020,0.831822969406,-2.462704
13.676113,0.007040788,-0.043448694,0.006516868,0.545834230715,0.010980063579,-0.115441646421,0.829829896458,-0.649870
13.709326,0.007359366,-0.044124831,0.007108322,0.548315487669,0.010851499594,-0.117791160955,0.827863281792,-0.168906
13.776036,0.007857178,-0.044870920,0.008869263,0.554284598514,0.010379185069,-0.126532667048,0.822587588368,1.358468
13.842884,0.008895547,-0.044883147,0.011374189,0.556551554521,0.015911492755,-0.127750993762,0.820778213131,2.318290
14.009545,0.008051421,-0.042252133,0.012947447,0.554256278376,0.010647163278,-0.147203321524,0.819156760289,2.164995
14.043426,0.008342102,-0.041802422,0.014160102,0.553485514098,0.010920645624,-0.147159632843,0.819681991778,2.076207
14.343313,0.009718401,-0.041745933,0.013718833,0.547655220694,0.026801870805,-0.131045044311,0.825943469815,1.698324
14.376711,0.008802205,-0.039936001,0.013449024,0.547299116932,0.023099416508,-0.142881214109,0.824327029896,1.682965
14.443210,0.008907819,-0.038807662,0.013697544,0.544764088289,0.027741931904,-0.140770318894,0.826224055958,1.422639
