time_s,x,y,z,qx,qy,qz,qw,target_fz
14.610141,0.008886286,-0.038335036,0.013564564,0.542890550288,0.030475162001,-0.142327943714,0.827093629130,1.010873
14.776714,0.008915998,-0.038019875,0.014223542,0.541778390053,0.031228833447,-0.143135324325,0.827655251275,0.439573
14.843454,0.009201959,-0.037714950,0.014454895,0.541011826668,0.036144930058,-0.139644990248,0.828552366562,0.450521
14.876892,0.009331413,-0.037695599,0.015346677,0.542100050689,0.034552870457,-0.139628889337,0.827911473195,0.450006
14.993180,0.009406531,-0.037989568,0.015757312,0.542699088838,0.033859753396,-0.139387141487,0.827588328134,-0.188685
15.060117,0.009504986,-0.037733098,0.017026760,0.544113031177,0.031786986115,-0.136804998772,0.827172889502,-1.002517
15.093519,0.009566424,-0.037131136,0.017503847,0.544374499553,0.031438059327,-0.134104513745,0.827456362629,-0.640180
15.160232,0.009367092,-0.036768726,0.017633784,0.544248047694,0.032321515139,-0.135205643866,0.827326305702,-0.428129
15.226922,0.009440738,-0.037638392,0.017590345,0.544304931175,0.031392969744,-0.136643367535,0.827088395190,-0.438847
15.293404,0.009386171,-0.037496857,0.017782991,0.545038554926,0.031445593311,-0.136741647500,0.826586879973,-1.334113
15.360386,0.009462673,-0.037374497,0.018007403,0.545012529207,0.030555982728,-0.135061404734,0.826913593962,-1.762061
15.427092,0.009497937,-0.037378329,0.018102668,0.542679239089,0.029591332110,-0.133939308688,0.828663899367,-2.738574
15.460461,0.009506109,-0.037307774,0.018434062,0.543988706093,0.029446646832,-0.133997639647,0.827800589033,-3.035697
15.526992,0.009535639,-0.037513359,0.018872796,0.544359331007,0.028399952307,-0.134384244629,0.827530806828,-3.104293
15.593663,0.009568240,-0.037867013,0.018643504,0.544003950327,0.028265762733,-0.135343309843,0.827612794226,-2.274438
15.660268,0.009610823,-0.037677255,0.018623379,0.543865734474,0.028206829067,-0.134258653189,0.827882269229,-3.076321
15.727267,0.009690167,-0.037819858,0.018305735,0.543026107526,0.028281385958,-0.134047456460,0.828464899178,-3.113450
15.760417,0.009547141,-0.037901935,0.018032285,0.543732598532,0.029579263731,-0.136382159594,0.827574670344,-3.513300
15.827286,0.009588790,-0.037501835,0.018390229,0.544744860327,0.029192385880,-0.134417988234,0.827244006441,-3.033801
15.893956,0.009569459,-0.037897179,0.018558148,0.544200672455,0.028353122101,-0.135364135834,0.827477056658,-3.592739
15.927202,0.009561925,-0.037787636,0.018705548,0.544319875814,0.028332581579,-0.135208001916,0.827424881082,-3.603895
15.993833,0.009653333,-0.038245354,0.018558610,0.543189222152,0.027635974407,-0.135383288464,0.828162476245,-3.855696
16.060957,0.009608695,-0.038394235,0.018374033,0.543001039653,0.028052829226,-0.136714277415,0.828053208471,-3.809728
16.094294,0.009717173,-0.038126327,0.018623949,0.543379499242,0.027643480060,-0.134409379376,0.828196037511,-3.872333
16.194486,0.009683662,-0.038291724,0.018345004,0.543678627481,0.027937064040,-0.135676195194,0.827783208655,-5.097751
16.294431,0.009629897,-0.038499101,0.018446753,0.544182869632,0.027771438071,-0.136621505630,0.827301828733,-4.546929
16.361120,0.009614620,-0.038222720,0.019056992,0.545490491924,0.027293966989,-0.135818347744,0.826588494357,-4.229430
16.427734,0.009680361,-0.038631264,0.018621591,0.543979870995,0.027058416453,-0.136293982161,0.827512956079,-5.315495
16.494458,0.009561328,-0.038135259,0.018363705,0.544152496704,0.028551436758,-0.136584833237,0.827301310962,-6.253437
16.594636,0.009560636,-0.037906091,0.018654484,0.544396652888,0.028104114106,-0.135359718333,0.827357353111,-6.336693
