time_s,x,y,z,vx,vy,vz,ax,ay,az,displacement_norm_m,speed_norm_m_s,acc_norm_m_s2
3.261394,0.008407501,-0.026103372,0.030033914,0.013598157,-0.054496787,-0.008772616,-0.524318984,2.101292056,0.338255338,0.040670727,0.056848645,2.191975223
3.262376,0.008420600,-0.026155867,0.030025463,0.013062699,-0.052350853,-0.008427175,-0.565281405,2.265455498,0.364681537,0.040700913,0.054610101,2.363223287
3.263359,0.008433153,-0.026206178,0.030017365,0.012488585,-0.050050001,-0.008056795,-0.602966832,2.416485865,0.388993639,0.040729891,0.052209954,2.520771506
3.264341,0.008445125,-0.026254158,0.030009641,0.011879182,-0.047607718,-0.007663649,-0.637077357,2.553189240,0.410999455,0.040757570,0.049662273,2.663374439
3.265323,0.008456483,-0.026299674,0.030002314,0.011238147,-0.045038667,-0.007250096,-0.667315071,2.674371708,0.430506794,0.040783867,0.046982351,2.789786647
3.266306,0.008467196,-0.026342612,0.029995402,0.010569431,-0.042358681,-0.006818686,-0.693382066,2.778839353,0.447323466,0.040808709,0.044186708,2.898762688
3.267288,0.008477241,-0.026382868,0.029988922,0.009877277,-0.039584766,-0.006372155,-0.714980433,2.865398258,0.461257279,0.040832032,0.041293082,2.989057122
3.268270,0.008486597,-0.026420362,0.029982886,0.009166223,-0.036735103,-0.005913431,-0.731812264,2.932854509,0.472116045,0.040853780,0.038320439,3.059424508
3.269253,0.008495246,-0.026455026,0.029977306,0.008441097,-0.033829043,-0.005445628,-0.743579650,2.980014189,0.479707571,0.040873910,0.035288966,3.108619407
3.270235,0.008503179,-0.026486816,0.029972189,0.007707020,-0.030887113,-0.004972051,-0.749984683,3.005683381,0.483839667,0.040892390,0.032220075,3.135396377
3.271218,0.008510388,-0.026515707,0.029967538,0.006969407,-0.027931011,-0.004496192,-0.750729455,3.008668171,0.484320143,0.040909201,0.029136399,3.138509978
3.272200,0.008516873,-0.026541697,0.029963354,0.006233964,-0.024983607,-0.004021734,-0.745516056,2.987774642,0.480956809,0.040924337,0.026061798,3.116714770
3.273182,0.008522638,-0.026564805,0.029959635,0.005506692,-0.022068947,-0.003552547,-0.734046578,2.941808879,0.473557474,0.040937806,0.023021352,3.068765312
3.274165,0.008527697,-0.026585076,0.029956371,0.004793882,-0.019212246,-0.003092690,-0.716023113,2.869576964,0.461929946,0.040949628,0.020041368,2.993416163
3.275147,0.008532064,-0.026602580,0.029953554,0.004102119,-0.016439895,-0.002646411,-0.691147752,2.769884983,0.445882037,0.040959843,0.017149374,2.889421884
3.276130,0.008535765,-0.026617413,0.029951166,0.003438280,-0.013779457,-0.002218147,-0.659122587,2.641539019,0.425221554,0.040968504,0.014374122,2.755537034
3.277112,0.008538831,-0.026629699,0.029949188,0.002809537,-0.011259667,-0.001812524,-0.619649709,2.483345157,0.399756309,0.040975681,0.011745588,2.590516172
3.278094,0.008541299,-0.026639591,0.029947596,0.002223351,-0.008910433,-0.001434356,-0.572431209,2.294109481,0.369294109,0.040981461,0.009294971,2.393113858
3.279077,0.008543216,-0.026647272,0.029946359,0.001687478,-0.006762837,-0.001088647,-0.517169180,2.072638074,0.333642765,0.040985950,0.007054694,2.162084651
3.280059,0.008544634,-0.026652955,0.029945445,0.001209966,-0.004849134,-0.000780589,-0.453565712,1.817737020,0.292610087,0.040989272,0.005058403,1.896183112
3.281041,0.008545615,-0.026656887,0.029944812,0.000799157,-0.003202750,-0.000515562,-0.381322898,1.528212404,0.246003882,0.040991571,0.003340967,1.594163798
3.282024,0.008546229,-0.026659347,0.029944416,0.000463683,-0.001858285,-0.000299137,-0.300142828,1.202870311,0.193631962,0.040993010,0.001938481,1.254781271
3.283006,0.008546554,-0.026660649,0.029944206,0.000212471,-0.000851512,-0.000137072,-0.209727594,0.840516822,0.135302135,0.040993771,0.000888260,0.876790089
3.284971,0.008546695,-0.026661215,0.029944115,0.000000000,-0.000000000,-0.000000000,0.000000000,-0.000000000,-0.000000000,0.040994102,0.000000000,0.000000000
3.285922,0.008546739,-0.026661496,0.029943847,0.000135410,-0.000874777,-0.000833091,0.276364467,-1.785376036,-1.700297001,0.040994098,0.001215570,2.480918136
3.286873,0.008547028,-0.026663369,0.029942063,0.000510246,-0.003296305,-0.003139225,0.503958734,-3.255685713,-3.100541589,0.040994074,0.004580471,4.524027190
3.287824,0.008547771,-0.026668165,0.029937496,0.001079530,-0.006974001,-0.006641667,0.685738571,-4.430023961,-4.218918761,0.040994013,0.009690914,6.155861044
3.288775,0.008549130,-0.026676947,0.029929133,0.001801090,-0.011635443,-0.011080976,0.824659747,-5.327485712,-5.073613510,0.040993903,0.016168348,7.402953583
3.289727,0.008551233,-0.026690529,0.029916198,0.002635570,-0.017026370,-0.016215008,0.923678032,-5.967165896,-5.682810831,0.040993741,0.023659459,8.291838691
3.290678,0.008554168,-0.026709491,0.029898139,0.003546423,-0.022910684,-0.021818914,0.985749196,-6.368159444,-6.064695719,0.040993529,0.031836168,8.849050251
3.291629,0.008557992,-0.026734198,0.029874610,0.004499914,-0.029070446,-0.027685144,1.013829008,-6.549561288,-6.237453168,0.040993279,0.040395634,9.101122147
3.292580,0.008562731,-0.026764814,0.029845453,0.005465118,-0.035305881,-0.033623440,1.010873238,-6.530466357,-6.219268173,0.040993008,0.049060254,9.074588263
3.293531,0.008568383,-0.026801324,0.029810683,0.006413923,-0.041435374,-0.039460843,0.979837656,-6.329969583,-6.028325729,0.040992743,0.057577659,8.795982483
3.294482,0.008574919,-0.026843548,0.029770471,0.007321028,-0.047295473,-0.045041688,0.923678032,-5.967165896,-5.682810831,0.040992514,0.065720719,8.291838691
3.295433,0.008582289,-0.026891159,0.029725129,0.008163942,-0.052740884,-0.050227608,0.845350135,-5.461150228,-5.200908472,0.040992358,0.073287539,7.588690770
3.296384,0.008590422,-0.026943701,0.029675090,0.008922986,-0.057644479,-0.054897530,0.747809735,-4.831017509,-4.600803649,0.040992309,0.080101463,6.713072604
3.297335,0.008599230,-0.027000605,0.029620898,0.009581293,-0.061897288,-0.058947679,0.634012601,-4.095862671,-3.900681354,0.040992402,0.086011070,5.691518077
3.298287,0.008608611,-0.027061208,0.029563183,0.010124806,-0.065408504,-0.062291574,0.506914504,-3.274780644,-3.118726584,0.040992670,0.090890177,4.550561074
3.299238,0.008618450,-0.027124769,0.029502651,0.010542280,-0.068105481,-0.064860031,0.369471213,-2.386866358,-2.273124332,0.040993136,0.094637835,3.316735476
3.300189,0.008628623,-0.027190485,0.029440066,0.010825282,-0.069933735,-0.066601162,0.224638497,-1.451214746,-1.382059594,0.040993818,0.097178335,2.016575170
3.301140,0.008638998,-0.027257512,0.029376234,0.010968189,-0.070856942,-0.067480376,0.075372127,-0.486920737,-0.463717364,0.040994723,0.098461203,0.676614037
3.302091,0.008649441,-0.027324978,0.029311982,0.010968189,-0.070856942,-0.067480376,-0.075372127,0.486920737,0.463717364,0.040995848,0.098461203,0.676614037
3.303042,0.008659816,-0.027392005,0.029248150,0.010825282,-0.069933735,-0.066601162,-0.224638497,1.451214746,1.382059594,0.040997178,0.097178335,2.016575170
3.303993,0.008669989,-0.027457721,0.029185565,0.010542280,-0.068105481,-0.064860031,-0.369471213,2.386866358,2.273124332,0.040998687,0.094637835,3.316735476
3.304944,0.008679828,-0.027521282,0.029125033,0.010124806,-0.065408504,-0.062291574,-0.506914504,3.274780644,3.118726584,0.041000340,0.090890177,4.550561074
3.305896,0.008689209,-0.027581885,0.029067318,0.009581293,-0.061897288,-0.058947679,-0.634012601,4.095862671,3.900681354,0.041002094,0.086011070,5.691518077
3.306847,0.008698017,-0.027638789,0.029013126,0.008922986,-0.057644479,-0.054897530,-0.747809735,4.831017509,4.600803649,0.041003898,0.080101463,6.713072604
3.307798,0.008706150,-0.027691331,0.028963087,0.008163942,-0.052740884,-0.050227608,-0.845350135,5.461150228,5.200908472,0.041005698,0.073287539,7.588690770
3.308749,0.008713520,-0.027738942,0.028917745,0.007321028,-0.047295473,-0.045041688,-0.923678032,5.967165896,5.682810831,0.041007442,0.065720719,8.291838691
3.309700,0.008720056,-0.027781166,0.028877533,0.006413923,-0.041435374,-0.039460843,-0.979837656,6.329969583,6.028325729,0.041009078,0.057577659,8.795982483
3.310651,0.008725708,-0.027817676,0.028842763,0.005465118,-0.035305881,-0.033623440,-1.010873238,6.530466357,6.219268173,0.041010560,0.049060254,9.074588263
3.311602,0.008730447,-0.027848292,0.028813606,0.004499914,-0.029070446,-0.027685144,-1.013829008,6.549561288,6.237453168,0.041011852,0.040395634,9.101122147
3.312553,0.008734271,-0.027872999,0.028790077,0.003546423,-0.022910684,-0.021818914,-0.985749196,6.368159444,6.064695719,0.041012926,0.031836168,8.849050251
3.313504,0.008737206,-0.027891961,0.028772018,0.002635570,-0.017026370,-0.016215008,-0.923678032,5.967165896,5.682810831,0.041013769,0.023659459,8.291838691
3.314456,0.008739309,-0.027905543,0.028759083,0.001801090,-0.011635443,-0.011080976,-0.824659747,5.327485712,5.073613510,0.041014384,0.016168348,7.402953583
3.315407,0.008740668,-0.027914325,0.028750720,0.001079530,-0.006974001,-0.006641667,-0.685738571,4.430023961,4.218918761,0.041014786,0.009690914,6.155861044
3.316358,0.008741411,-0.027919121,0.028746153,0.000510246,-0.003296305,-0.003139225,-0.503958734,3.255685713,3.100541589,0.041015008,0.004580471,4.524027190
3.318260,0.008741744,-0.027921275,0.028744101,0.000000000,-0.000000000,-0.000000000,0.000000000,-0.000000000,-0.000000000,0.041015107,0.000000000,0.000000000
3.319244,0.008741759,-0.027921355,0.028744040,0.000044305,-0.000242690,-0.000185387,0.088671863,-0.485713230,-0.371029988,0.041015122,0.000308593,0.617610956
3.320229,0.008741859,-0.027921903,0.028743622,0.000171971,-0.000941997,-0.000719579,0.169402962,-0.927929753,-0.708833409,0.041015223,0.001197800,1.179913468
3.321213,0.008742122,-0.027923346,0.028742519,0.000375298,-0.002055752,-0.001570362,0.242433926,-1.327967651,-1.014417130,0.041015489,0.002614001,1.688583550
3.322198,0.008742620,-0.027926073,0.028740436,0.000646826,-0.003543084,-0.002706515,0.308005385,-1.687145006,-1.288788017,0.041015992,0.004505225,2.145297215
3.323182,0.008743416,-0.027930431,0.028737107,0.000979329,-0.005364418,-0.004097809,0.366357967,-2.006779899,-1.532952934,0.041016797,0.006821151,2.551730476
3.324166,0.008744566,-0.027936731,0.028732294,0.001365819,-0.007481478,-0.005715003,0.417732303,-2.288190414,-1.747918748,0.041017961,0.009513108,2.909559347
3.325151,0.008746120,-0.027945245,0.028725790,0.001799547,-0.009857284,-0.007529850,0.462369021,-2.532694632,-1.934692324,0.041019537,0.012534076,3.220459842
3.326135,0.008748122,-0.027956211,0.028717414,0.002273997,-0.012456154,-0.009515093,0.500508750,-2.741610634,-2.094280527,0.041021570,0.015838682,3.486107974
3.327120,0.008750608,-0.027969831,0.028707010,0.002782893,-0.015243705,-0.011644467,0.532392120,-2.916256504,-2.227690224,0.041024103,0.019383206,3.708179756
3.328104,0.008753610,-0.027986274,0.028694449,0.003320193,-0.018186850,-0.013892697,0.558259760,-3.057950323,-2.335928281,0.041027169,0.023125576,3.888351202
3.329088,0.008757153,-0.028005678,0.028679627,0.003880096,-0.021253800,-0.016235500,0.578352299,-3.168010173,-2.420001561,0.041030802,0.027025370,4.028298325
3.330073,0.008761255,-0.028028149,0.028662461,0.004457034,-0.024414063,-0.018649583,0.592910366,-3.247754136,-2.480916932,0.041035027,0.031043817,4.129697138
3.331057,0.008765931,-0.028053765,0.028642894,0.005045678,-0.027638444,-0.021112646,0.602174590,-3.298500294,-2.519681259,0.041039866,0.035143794,4.194223656
3.332042,0.008771191,-0.028082575,0.028620886,0.005640934,-0.030899048,-0.023603379,0.606385601,-3.321566730,-2.537301408,0.041045340,0.039289831,4.223553892
3.333026,0.008777038,-0.028114602,0.028596421,0.006237947,-0.034169275,-0.026101463,0.605784028,-3.318271525,-2.534784244,0.041051462,0.043448103,4.219363858
3.334010,0.008783471,-0.028149842,0.028569501,0.006832098,-0.037423824,-0.028587570,0.600610500,-3.289932761,-2.513136633,0.041058244,0.047586440,4.183329569
3.334995,0.008790486,-0.028188269,0.028540148,0.007419004,-0.040638690,-0.031043364,0.591105647,-3.237868521,-2.473365440,0.041065694,0.051674319,4.117127038
3.335979,0.008798074,-0.028229831,0.028508399,0.007994521,-0.043791168,-0.033451501,0.577510097,-3.163396886,-2.416477532,0.041073815,0.055682866,4.022432278
3.336964,0.008806221,-0.028274457,0.028474310,0.008554739,-0.046859847,-0.035795625,0.560064479,-3.067835938,-2.343479773,0.041082609,0.059584861,3.900921303
3.337948,0.008814910,-0.028322054,0.028437951,0.009095988,-0.049824617,-0.038060374,0.539009423,-2.952503760,-2.255379029,0.041092073,0.063354728,3.754270126
3.338932,0.008824122,-0.028372511,0.028399408,0.009614832,-0.052666664,-0.040231376,0.514585559,-2.818718433,-2.153182167,0.041102200,0.066968546,3.584154761
3.339917,0.008833832,-0.028425698,0.028358779,0.010108074,-0.055368471,-0.042295251,0.487033515,-2.667798040,-2.037896052,0.041112981,0.070404041,3.392251221
3.340901,0.008844013,-0.028481469,0.028316176,0.010572753,-0.057913819,-0.044239610,0.456593920,-2.501060663,-1.910527548,0.041124402,0.073640591,3.180235520
3.341886,0.008854637,-0.028539662,0.028271723,0.011006145,-0.060287787,-0.046053053,0.423507404,-2.319824383,-1.772083523,0.041136447,0.076659221,2.949783670
3.342870,0.008865671,-0.028600102,0.028225554,0.011405763,-0.062476751,-0.047725173,0.388014596,-2.125407283,-1.623570842,0.041149093,0.079442608,2.702571687
3.343854,0.008877081,-0.028662601,0.028177812,0.011769356,-0.064468384,-0.049246556,0.350356125,-1.919127444,-1.465996369,0.041162317,0.081975079,2.440275582
3.344839,0.008888830,-0.028726959,0.028128650,0.012094910,-0.066251658,-0.050608775,0.310772621,-1.702302949,-1.300366972,0.041176090,0.084242609,2.164571369
3.345823,0.008900880,-0.028792966,0.028078228,0.012380650,-0.067816840,-0.051804398,0.269504712,-1.476251880,-1.127689515,0.041190380,0.086232824,1.877135063
3.346808,0.008913191,-0.028860402,0.028026714,0.012625036,-0.069155499,-0.052826981,0.226793027,-1.242292319,-0.948970864,0.041205151,0.087935001,1.579642676
3.347792,0.008925722,-0.028929042,0.027974281,0.012826764,-0.070260496,-0.053671074,0.182878197,-1.001742347,-0.765217885,0.041220364,0.089340066,1.273770221
3.348776,0.008938430,-0.028998652,0.027921107,0.012984769,-0.071125993,-0.054332216,0.138000850,-0.755920047,-0.577437443,0.041235974,0.090440593,0.961193713
3.349761,0.008951272,-0.029068994,0.027867373,0.013098222,-0.071747449,-0.054806939,0.092401615,-0.506143502,-0.386636405,0.041251936,0.091230808,0.643589164
3.350745,0.008964203,-0.029139827,0.027813265,0.013166531,-0.072121620,-0.055092763,0.046321122,-0.253730792,-0.193821635,0.041268198,0.091706588,0.322632589
3.351730,0.008977179,-0.029210905,0.027758969,0.013189340,-0.072246560,-0.055188203,-0.000000000,0.000000000,0.000000000,0.041284708,0.091865456,0.000000000
3.352714,0.008990155,-0.029281983,0.027704674,0.013166531,-0.072121620,-0.055092763,-0.046321122,0.253730792,0.193821635,0.041301409,0.091706588,0.322632589
3.353698,0.009003086,-0.029352816,0.027650566,0.013098222,-0.071747449,-0.054806939,-0.092401615,0.506143502,0.386636405,0.041318242,0.091230808,0.643589164
3.354683,0.009015928,-0.029423158,0.027596832,0.012984769,-0.071125993,-0.054332216,-0.138000850,0.755920047,0.577437443,0.041335146,0.090440593,0.961193713
3.355667,0.009028636,-0.029492768,0.027543658,0.012826764,-0.070260496,-0.053671074,-0.182878197,1.001742347,0.765217885,0.041352058,0.089340066,1.273770221
3.356651,0.009041167,-0.029561408,0.027491225,0.012625036,-0.069155499,-0.052826981,-0.226793027,1.242292319,0.948970864,0.041368913,0.087935001,1.579642676
3.357636,0.009053478,-0.029628844,0.027439711,0.012380650,-0.067816840,-0.051804398,-0.269504712,1.476251880,1.127689515,0.041385645,0.086232824,1.877135063
3.358620,0.009065528,-0.029694851,0.027389289,0.012094910,-0.066251658,-0.050608775,-0.310772621,1.702302949,1.300366972,0.041402188,0.084242609,2.164571369
3.359605,0.009077277,-0.029759209,0.027340127,0.011769356,-0.064468384,-0.049246556,-0.350356125,1.919127444,1.465996369,0.041418475,0.081975079,2.440275582
3.360589,0.009088687,-0.029821708,0.027292385,0.011405763,-0.062476751,-0.047725173,-0.388014596,2.125407283,1.623570842,0.041434440,0.079442608,2.702571687
3.361573,0.009099721,-0.029882148,0.027246216,0.011006145,-0.060287787,-0.046053053,-0.423507404,2.319824383,1.772083523,0.041450018,0.076659221,2.949783670
3.362558,0.009110345,-0.029940341,0.027201763,0.010572753,-0.057913819,-0.044239610,-0.456593920,2.501060663,1.910527548,0.041465146,0.073640591,3.180235520
3.363542,0.009120526,-0.029996112,0.027159160,0.010108074,-0.055368471,-0.042295251,-0.487033515,2.667798040,2.037896052,0.041479763,0.070404041,3.392251221
3.364527,0.009130236,-0.030049299,0.027118531,0.009614832,-0.052666664,-0.040231376,-0.514585559,2.818718433,2.153182167,0.041493811,0.066968546,3.584154761
3.365511,0.009139448,-0.030099756,0.027079988,0.009095988,-0.049824617,-0.038060374,-0.539009423,2.952503760,2.255379029,0.041507235,0.063354728,3.754270126
3.366495,0.009148137,-0.030147353,0.027043629,0.008554739,-0.046859847,-0.035795625,-0.560064479,3.067835938,2.343479773,0.041519985,0.059584861,3.900921303
3.367480,0.009156284,-0.030191979,0.027009540,0.007994521,-0.043791168,-0.033451501,-0.577510097,3.163396886,2.416477532,0.041532016,0.055682866,4.022432278
3.368464,0.009163872,-0.030233541,0.026977791,0.007419004,-0.040638690,-0.031043364,-0.591105647,3.237868521,2.473365440,0.041543288,0.051674319,4.117127038
3.369449,0.009170887,-0.030271968,0.026948438,0.006832098,-0.037423824,-0.028587570,-0.600610500,3.289932761,2.513136633,0.041553766,0.047586440,4.183329569
3.370433,0.009177320,-0.030307208,0.026921518,0.006237947,-0.034169275,-0.026101463,-0.605784028,3.318271525,2.534784244,0.041563424,0.043448103,4.219363858
3.371417,0.009183167,-0.030339235,0.026897053,0.005640934,-0.030899048,-0.023603379,-0.606385601,3.321566730,2.537301408,0.041572241,0.039289831,4.223553892
3.372402,0.009188427,-0.030368045,0.026875045,0.005045678,-0.027638444,-0.021112646,-0.602174590,3.298500294,2.519681259,0.041580205,0.035143794,4.194223656
3.373386,0.009193103,-0.030393661,0.026855478,0.004457034,-0.024414063,-0.018649583,-0.592910366,3.247754136,2.480916932,0.041587311,0.031043817,4.129697138
3.374371,0.009197205,-0.030416132,0.026838312,0.003880096,-0.021253800,-0.016235500,-0.578352299,3.168010173,2.420001561,0.041593565,0.027025370,4.028298325
3.375355,0.009200748,-0.030435536,0.026823490,0.003320193,-0.018186850,-0.013892697,-0.558259760,3.057950323,2.335928281,0.041598981,0.023125576,3.888351202
3.376339,0.009203750,-0.030451979,0.026810929,0.002782893,-0.015243705,-0.011644467,-0.532392120,2.916256504,2.227690224,0.041603581,0.019383206,3.708179756
3.377324,0.009206236,-0.030465599,0.026800525,0.002273997,-0.012456154,-0.009515093,-0.500508750,2.741610634,2.094280527,0.041607399,0.015838682,3.486107974
3.378308,0.009208238,-0.030476565,0.026792149,0.001799547,-0.009857284,-0.007529850,-0.462369021,2.532694632,1.934692324,0.041610478,0.012534076,3.220459842
3.379293,0.009209792,-0.030485079,0.026785645,0.001365819,-0.007481478,-0.005715003,-0.417732303,2.288190414,1.747918748,0.041612872,0.009513108,2.909559347
3.380277,0.009210942,-0.030491379,0.026780832,0.000979329,-0.005364418,-0.004097809,-0.366357967,2.006779899,1.532952934,0.041614644,0.006821151,2.551730476
3.381261,0.009211738,-0.030495737,0.026777503,0.000646826,-0.003543084,-0.002706515,-0.308005385,1.687145006,1.288788017,0.041615872,0.004505225,2.145297215
3.382246,0.009212236,-0.030498464,0.026775420,0.000375298,-0.002055752,-0.001570362,-0.242433926,1.327967651,1.014417130,0.041616640,0.002614001,1.688583550
3.383230,0.009212499,-0.030499907,0.026774317,0.000171971,-0.000941997,-0.000719579,-0.169402962,0.927929753,0.708833409,0.041617047,0.001197800,1.179913468
3.385199,0.009212614,-0.030500535,0.026773838,0.000000000,-0.000000000,-0.000000000,0.000000000,-0.000000000,-0.000000000,0.041617224,0.000000000,0.000000000
3.386178,0.009212621,-0.030500575,0.026773798,0.000021304,-0.000122057,-0.000122003,0.042891486,-0.245739470,-0.245631037,0.041617229,0.000173887,0.350088807
3.387156,0.009212669,-0.030500849,0.026773524,0.000082691,-0.000473763,-0.000473554,0.081941943,-0.469472421,-0.469265264,0.041617264,0.000674939,0.668826378
3.388135,0.009212795,-0.030501570,0.026772803,0.000180459,-0.001033909,-0.001033453,0.117267767,-0.671865716,-0.671569252,0.041617357,0.001472942,0.957162750
3.389113,0.009213033,-0.030502934,0.026771441,0.000311021,-0.001781940,-0.001781154,0.148985351,-0.853586220,-0.853209571,0.041617532,0.002538612,1.216047960
3.390092,0.009213413,-0.030505113,0.026769262,0.000470902,-0.002697952,-0.002696762,0.177211091,-1.015300797,-1.014852791,0.041617812,0.003843594,1.446432047
3.391070,0.009213963,-0.030508262,0.026766114,0.000656743,-0.003762695,-0.003761035,0.202061382,-1.157676311,-1.157165481,0.041618218,0.005360463,1.649265046
3.392049,0.009214706,-0.030512519,0.026761859,0.000865297,-0.004957570,-0.004955383,0.223652619,-1.281379626,-1.280814212,0.041618767,0.007062723,1.825496997
3.393027,0.009215663,-0.030518001,0.026756379,0.001093432,-0.006264632,-0.006261868,0.242101195,-1.387077607,-1.386465553,0.041619475,0.008924808,1.976077935
3.394006,0.009216851,-0.030524811,0.026749573,0.001338130,-0.007666589,-0.007663206,0.257523507,-1.475437118,-1.474786075,0.041620356,0.010922083,2.101957900
3.394985,0.009218286,-0.030533031,0.026741356,0.001596487,-0.009146798,-0.009142762,0.270035949,-1.547125023,-1.546442348,0.041621424,0.013030840,2.204086928
3.395963,0.009219979,-0.030542732,0.026731659,0.001865711,-0.010689274,-0.010684557,0.279754915,-1.602808187,-1.602100941,0.041622688,0.015228303,2.283415057
3.396942,0.009221940,-0.030553967,0.026720430,0.002143127,-0.012278680,-0.012273262,0.286796801,-1.643153473,-1.642428425,0.041624157,0.017492625,2.340892324
3.397920,0.009224175,-0.030566774,0.026707629,0.002426171,-0.013900333,-0.013894199,0.291278001,-1.668827746,-1.668091369,0.041625839,0.019802887,2.377468766
3.398899,0.009226689,-0.030581177,0.026693231,0.002712395,-0.015540204,-0.015533347,0.293314910,-1.680497870,-1.679756343,0.041627741,0.022139103,2.394094422
3.399877,0.009229484,-0.030597189,0.026677226,0.002999463,-0.017184915,-0.017177332,0.293023923,-1.678830710,-1.678089918,0.041629866,0.024482214,2.391719328
3.400856,0.009232559,-0.030614808,0.026659616,0.003285156,-0.018821740,-0.018813435,0.290521435,-1.664493128,-1.663758664,0.041632220,0.026814091,2.371293523
3.401835,0.009235912,-0.030634019,0.026640413,0.003567365,-0.020438608,-0.020429589,0.285923840,-1.638151991,-1.637429150,0.041634803,0.029117536,2.333767043
3.402813,0.009239539,-0.030654798,0.026619643,0.003844097,-0.022024098,-0.022014380,0.279347533,-1.600474162,-1.599767946,0.041637617,0.031376280,2.280089926
3.403792,0.009243433,-0.030677109,0.026597342,0.004113473,-0.023567444,-0.023557045,0.270908910,-1.552126505,-1.551441623,0.041640661,0.033574982,2.211212209
3.404770,0.009247587,-0.030700905,0.026573556,0.004373728,-0.025058530,-0.025047473,0.260724364,-1.493775885,-1.493116750,0.041643935,0.035699234,2.128083931
3.405749,0.009251990,-0.030726131,0.026548341,0.004623210,-0.026487894,-0.026476206,0.248910292,-1.426089165,-1.425459897,0.041647435,0.037735554,2.031655127
3.406727,0.009256631,-0.030752722,0.026521762,0.004860381,-0.027846726,-0.027834439,0.235583086,-1.349733210,-1.349137634,0.041651158,0.039671393,1.922875837
3.407706,0.009261498,-0.030780605,0.026493892,0.005083818,-0.029126870,-0.029114018,0.220859143,-1.265374884,-1.264816532,0.041655099,0.041495130,1.802696097
3.408684,0.009266576,-0.030809699,0.026464811,0.005292211,-0.030320821,-0.030307442,0.204854858,-1.173681052,-1.173163160,0.041659251,0.043196073,1.672065945
3.409663,0.009271850,-0.030839916,0.026434607,0.005484363,-0.031421727,-0.031407862,0.187686624,-1.075318578,-1.074844089,0.041663606,0.044764461,1.531935419
3.410642,0.009277304,-0.030871162,0.026403374,0.005659194,-0.032423388,-0.032409081,0.169470837,-0.970954325,-0.970525887,0.041668156,0.046191462,1.383254555
3.411620,0.009282919,-0.030903338,0.026371212,0.005815734,-0.033320259,-0.033305556,0.150323891,-0.861255158,-0.860875126,0.041672890,0.047469174,1.226973391
3.412599,0.009288679,-0.030936338,0.026338227,0.005953130,-0.034107443,-0.034092393,0.130362182,-0.746887942,-0.746558375,0.041677797,0.048590624,1.064041965
3.413577,0.009294564,-0.030970053,0.026304527,0.006070640,-0.034780701,-0.034765354,0.109702104,-0.628519541,-0.628242204,0.041682865,0.049549770,0.895410315
3.414556,0.009300554,-0.031004370,0.026270225,0.006167640,-0.035336442,-0.035320850,0.088460052,-0.506816818,-0.506593183,0.041688080,0.050341498,0.722028476
3.415534,0.009306628,-0.031039172,0.026235439,0.006243615,-0.035771731,-0.035755947,0.066752421,-0.382446638,-0.382277882,0.041693426,0.050961625,0.544846488
3.416513,0.009312766,-0.031074339,0.026200287,0.006298168,-0.036084283,-0.036068361,0.044695605,-0.256075866,-0.255962871,0.041698887,0.051406897,0.364814388
3.417491,0.009318947,-0.031109752,0.026164890,0.006331014,-0.036272467,-0.036256461,0.022406000,-0.128371365,-0.128314721,0.041704447,0.051674990,0.182882213
3.418470,0.009325149,-0.031145288,0.026129369,0.006341981,-0.036335303,-0.036319270,0.000000000,-0.000000000,-0.000000000,0.041710087,0.051764509,0.000000000
3.419449,0.009331352,-0.031180824,0.026093849,0.006331014,-0.036272467,-0.036256461,-0.022406000,0.128371365,0.128314721,0.041715787,0.051674990,0.182882213
3.420427,0.009337533,-0.031216237,0.026058452,0.006298168,-0.036084283,-0.036068361,-0.044695605,0.256075866,0.255962871,0.041721528,0.051406897,0.364814388
3.421406,0.009343671,-0.031251404,0.026023300,0.006243615,-0.035771731,-0.035755947,-0.066752421,0.382446638,0.382277882,0.041727288,0.050961625,0.544846488
3.422384,0.009349745,-0.031286206,0.025988514,0.006167640,-0.035336442,-0.035320850,-0.088460052,0.506816818,0.506593183,0.041733048,0.050341498,0.722028476
3.423363,0.009355735,-0.031320523,0.025954212,0.006070640,-0.034780701,-0.034765354,-0.109702104,0.628519541,0.628242204,0.041738783,0.049549770,0.895410315
3.424341,0.009361620,-0.031354238,0.025920512,0.005953130,-0.034107443,-0.034092393,-0.130362182,0.746887942,0.746558375,0.041744474,0.048590624,1.064041965
3.425320,0.009367380,-0.031387238,0.025887527,0.005815734,-0.033320259,-0.033305556,-0.150323891,0.861255158,0.860875126,0.041750096,0.047469174,1.226973391
3.426298,0.009372995,-0.031419414,0.025855365,0.005659194,-0.032423388,-0.032409081,-0.169470837,0.970954325,0.970525887,0.041755628,0.046191462,1.383254555
3.427277,0.009378449,-0.031450660,0.025824132,0.005484363,-0.031421727,-0.031407862,-0.187686624,1.075318578,1.074844089,0.041761048,0.044764461,1.531935419
3.428256,0.009383723,-0.031480877,0.025793928,0.005292211,-0.030320821,-0.030307442,-0.204854858,1.173681052,1.173163160,0.041766334,0.043196073,1.672065945
3.429234,0.009388801,-0.031509971,0.025764847,0.005083818,-0.029126870,-0.029114018,-0.220859143,1.265374884,1.264816532,0.041771464,0.041495130,1.802696097
3.430213,0.009393668,-0.031537854,0.025736977,0.004860381,-0.027846726,-0.027834439,-0.235583086,1.349733210,1.349137634,0.041776419,0.039671393,1.922875837
