time_s,x_hermite,y_hermite,z_hermite,vx_hermite,vy_hermite,vz_hermite,ax_hermite,ay_hermite,az_hermite,speed_hermite,acc_hermite,x_spline,y_spline,z_spline,vx_spline,vy_spline,vz_spline,ax_spline,ay_spline,az_spline,speed_spline,acc_spline
0,0,0,0,-0.000723690388,0.0131224528,0.00632162558,0.00435791135,0.0484669961,0.0337194003,0.0145837391,0.0592033703,0.000230803196,-0.000844641988,0.000302574589,-0.00701995704,0.003811484,-0.00236604219,0.0926045723,0.0247952411,0.0647949891,0.0083309881,0.115709988
0.001,-7.21064365e-07,1.31426024e-05,6.33782154e-06,-0.000717999723,0.0131587453,0.0063533663,0.00698972635,0.0244256596,0.0298120667,0.0146298791,0.0391692283,0.000223829447,-0.000840818136,0.000300240881,-0.0069276357,0.00383619158,-0.00230143772,0.0920384026,0.024619994,0.0644141141,0.00824652156,0.115006042
0.002,-1.43515559e-06,2.6309782e-05,1.27054798e-05,-0.000709777293,0.0131719103,0.00638134823,0.00942246705,0.00220284479,0.0262002894,0.0146534846,0.0279301016,0.000216947736,-0.000836969663,0.000297971587,-0.00683587964,0.00386072411,-0.00223721361,0.0914740029,0.0244451316,0.0640342855,0.00816330606,0.114304188
0.003,-2.13984043e-06,3.94793113e-05,1.90993622e-05,-0.000699219092,0.0131637384,0.00640586235,0.0116622976,-0.0182577572,0.022874917,0.0146563293,0.0315058203,0.0002101575,-0.000833096746,0.000295766327,-0.0067446871,0.00388508197,-0.0021733688,0.0909113708,0.0242706536,0.0636555023,0.00808134877,0.113604423
0.004,-2.83287853e-06,5.2630725e-05,2.55161426e-05,-0.000686514947,0.0131359634,0.00642719048,0.0137153821,-0.0370124553,0.0198267976,0.0146401371,0.044171659,0.000203458175,-0.000829199558,0.000293624723,-0.00665405631,0.00390926555,-0.00210990226,0.090350504,0.0240965598,0.0632777633,0.00800065685,0.112906745
0.005,-3.5122163e-06,6.57452637e-05,3.19527721e-05,-0.000671848522,0.0130902633,0.00644560531,0.0155878848,-0.0541175582,0.0170467798,0.0146065808,0.0588411842,0.000196849201,-0.000825278273,0.000291546397,-0.0065639855,0.00393327522,-0.00204681293,0.0897914002,0.0239228498,0.0629010673,0.00792123746,0.112211152
0.006,-4.17598072e-06,7.88058177e-05,3.840647e-05,-0.000655397317,0.0130282594,0.00646137036,0.0172859697,-0.0696293747,0.0145257118,0.0145572798,0.0731987082,0.000190330018,-0.000821333065,0.000289530972,-0.00647447292,0.00395711138,-0.00198409978,0.0892340571,0.0237495232,0.0625254133,0.00784309773,0.11151764
0.007,-4.82247318e-06,9.17968703e-05,4.48747145e-05,-0.000637332667,0.0129515169,0.00647474,0.0188158011,-0.0836042138,0.0122544421,0.0144938001,0.0865671432,0.000183900069,-0.000817364108,0.000287578072,-0.0063855168,0.00398077439,-0.00192176176,0.0886784724,0.0235765798,0.0621508,0.00776624477,0.110826209
0.008,-5.45016336e-06,0.000104704442,5.13552334e-05,-0.000617819744,0.0128615445,0.00648595946,0.0201835431,-0.0960983842,0.0102238191,0.0144176524,0.0987258899,0.000177558799,-0.000813371574,0.000285687324,-0.00629711539,0.00400426466,-0.00185979783,0.0881246437,0.0234040191,0.0617772262,0.00769068565,0.110136854
0.009,-6.05768299e-06,0.000117516034,5.78459955e-05,-0.000597017556,0.0127597949,0.0064952648,0.0213953598,-0.107168195,0.00842469102,0.0143302917,0.109607294,0.000171305654,-0.000809355636,0.000283858352,-0.00620926693,0.00402758256,-0.00179820696,0.0875725688,0.023231841,0.061404691,0.00761642734,0.109449574
0.01,-6.64381973e-06,0.000130220572,6.43452007e-05,-0.000575078945,0.0126476642,0.00650288296,0.0224574154,-0.116869954,0.00684790633,0.0142331167,0.119204931,0.000165140082,-0.000805316466,0.000282090786,-0.00612196967,0.00405072847,-0.0017369881,0.0870222453,0.0230600449,0.061033193,0.00754347675,0.108764367
0.011,-7.20751103e-06,0.000142808349,7.08512717e-05,-0.000552150591,0.0125264922,0.00650903168,0.023375874,-0.125259972,0.00548431338,0.0141274687,0.127540463,0.000159061532,-0.000801254236,0.000280384253,-0.00603522186,0.00407370278,-0.00167614023,0.086473671,0.0228886307,0.0606627312,0.00747184069,0.108081229
0.012,-7.74783791e-06,0.000155270971,7.73628439e-05,-0.000528373008,0.0123975627,0.0065139196,0.0241568999,-0.132394555,0.00432476055,0.0140146312,0.134649834,0.000153069455,-0.000797169117,0.000278738382,-0.00594902175,0.00409650586,-0.00161566229,0.0859268435,0.022717598,0.0602933043,0.00740152583,0.107400159
0.013,-8.26401882e-06,0.000167601299,8.38787572e-05,-0.000503880547,0.0122621028,0.00651774616,0.0248066571,-0.138330015,0.00336009621,0.0138958295,0.14057686,0.000147163306,-0.000793061281,0.000277152805,-0.00586336759,0.0041191381,-0.00155555327,0.0853817605,0.0225469464,0.0599249113,0.00733253873,0.106721155
0.014,-8.7554035e-06,0.000179793391,9.0398046e-05,-0.000478801395,0.0121212836,0.0065207017,0.0253313097,-0.143122658,0.00258116873,0.01377223,0.145369987,0.000141342539,-0.000788930898,0.000275627153,-0.00577825764,0.00414159988,-0.00149581213,0.0848384198,0.0223766756,0.059557551,0.00726488575,0.106044212
0.015,-9.22146679e-06,0.000191842452,9.69199307e-05,-0.000453257574,0.0119762197,0.00652296736,0.025737022,-0.146828795,0.00197882648,0.0136449399,0.149080532,0.00013560661,-0.000784778138,0.000274161058,-0.00569369017,0.00416389158,-0.00143643783,0.084296819,0.0222067853,0.0591912222,0.00719857309,0.10536933
0.016,-9.66180245e-06,0.000203744769,0.000103443808,-0.000427364943,0.0118279694,0.00652471516,0.0260299581,-0.149504734,0.00154391784,0.0135150068,0.151761681,0.000129954978,-0.000780603171,0.000272754155,-0.00560966343,0.00418601358,-0.00137742934,0.0837569557,0.0220372752,0.0588259238,0.00713360673,0.104696506
0.017,-1.0076117e-05,0.000215497663,0.000109969243,-0.000401233195,0.0116775349,0.00652610796,0.0262162822,-0.151206783,0.00126729118,0.0133834186,0.153467882,0.000124387104,-0.000776406167,0.000271406078,-0.00552617568,0.00420796626,-0.00131878564,0.0832188278,0.021868145,0.0584616546,0.00706999245,0.104025738
0.018,-1.04642237e-05,0.000227099427,0.000116495957,-0.000374965861,0.0115258617,0.00652729946,0.0263021583,-0.151991252,0.00113979487,0.0132511028,0.154254476,0.000118902448,-0.000772187295,0.000270116463,-0.00544322519,0.00422974999,-0.00126050569,0.0826824329,0.0216993942,0.0580984136,0.00700773573,0.103357022
0.019,-1.08260361e-05,0.000238549271,0.000123023823,-0.000348660307,0.0113738394,0.00652843421,0.0262937507,-0.151914449,0.00115227728,0.0131189268,0.154177459,0.000113500475,-0.000767946724,0.000268884946,-0.00536081024,0.00425136517,-0.00120258847,0.0821477686,0.0215310226,0.0577361994,0.00694684182,0.102690358
0.02,-1.11615621e-05,0.000249847267,0.000129552852,-0.000322407733,0.0112223011,0.00652964762,0.0261972235,-0.151032684,0.00129558679,0.0129876976,0.153293329,0.000108180649,-0.000763684621,0.000267711165,-0.00527892908,0.00427281217,-0.00114503295,0.0816148328,0.0213630299,0.057375011,0.00688731562,0.102025741
0.021,-1.14708976e-05,0.000260994294,0.000136083187,-0.000296293178,0.0110720236,0.00653106594,0.0260187408,-0.149402264,0.00156057176,0.0128581616,0.151658982,0.000102942439,-0.000759401155,0.00026659476,-0.00519758,0.00429409136,-0.0010878381,0.081083623,0.0211954157,0.0570148472,0.00682916175,0.101363171
0.022,-1.17542208e-05,0.000271991976,0.000142615091,-0.000270395515,0.0109237274,0.00653280627,0.0257644668,-0.1470795,0.00193808057,0.0127310051,0.149331655,9.77853127e-05,-0.000755096494,0.000265535369,-0.00511676126,0.00431520312,-0.00103100291,0.0805541369,0.0210281796,0.0566557069,0.00677238442,0.100702644
0.023,-1.20117853e-05,0.000282842631,0.000149148943,-0.000244787454,0.0107780766,0.00653497656,0.0254405656,-0.144120699,0.00241896159,0.0126068543,0.146368882,9.27087404e-05,-0.000750770805,0.000264532634,-0.00503647115,0.00433614784,-0.000974526348,0.0800263723,0.0208613214,0.0562975889,0.00671698752,0.100044158
0.024,-1.22439145e-05,0.000293549214,0.000155685221,-0.000219535538,0.0106356792,0.0065376756,0.0250532015,-0.14058217,0.0029940632,0.0124862753,0.142828477,8.77121947e-05,-0.000746424254,0.000263586197,-0.00495670794,0.00435692589,-0.000918407392,0.0795003269,0.0206948408,0.0559404921,0.00666297449,0.0993877108
0.025,-1.24509953e-05,0.000304115259,0.0001622245,-0.00019470015,0.0104970868,0.00654099304,0.0246085384,-0.136520223,0.00365423376,0.0123697748,0.13876853,8.27951495e-05,-0.000742057008,0.000262695701,-0.00487746992,0.00437753765,-0.000862645024,0.0789759982,0.0205287373,0.0555844153,0.00661034834,0.0987333003
0.026,-1.26334718e-05,0.000314544822,0.00016876744,-0.000170335507,0.0103627945,0.00654500938,0.0241127407,-0.131991166,0.00439032165,0.0122578004,0.13424741,7.79570804e-05,-0.000737669234,0.000261860789,-0.00479875537,0.00439798349,-0.000807238222,0.0784533841,0.0203630108,0.0552293574,0.00655911164,0.0980809238
0.027,-1.27918393e-05,0.000324842428,0.000175314776,-0.000146489659,0.0102332414,0.00654979594,0.0235719724,-0.127051308,0.00519317524,0.0121507413,0.129323787,7.31974648e-05,-0.000733261097,0.000261081106,-0.00472056258,0.0044182638,-0.00075218597,0.0779324823,0.0201976607,0.0548753171,0.00650926646,0.097430579
0.028,-1.2926638e-05,0.000335013012,0.000181867309,-0.000123204497,0.01010881,0.00655541493,0.0229923977,-0.121756958,0.00605364291,0.0120489288,0.124056655,6.85157819e-05,-0.000728832761,0.000260356299,-0.00464288984,0.00443837894,-0.000697487249,0.0774132903,0.0200326869,0.0545222935,0.00646081436,0.0967822636
0.029,-1.30384471e-05,0.000345061865,0.000188425901,-0.000100515745,0.00998982685,0.00656191938,0.0223801808,-0.116164424,0.00696257302,0.0119526369,0.118505373,6.39115124e-05,-0.000724384394,0.000259686014,-0.00456573543,0.0044583293,-0.000643141044,0.076895806,0.019868089,0.0541702852,0.00641375635,0.0961359752
0.03,-1.31278783e-05,0.000354994573,0.000194991458,-7.84529617e-05,0.00987656182,0.00656935318,0.0217414857,-0.110330016,0.00791081394,0.0118620837,0.112729702,5.93841388e-05,-0.000719916158,0.0002590699,-0.00448909766,0.00447811524,-0.00058914634,0.0763800269,0.0197038666,0.0538192912,0.00636809291,0.0954917115
0.031,-1.31955696e-05,0.000364816966,0.000201564929,-5.70395445e-05,0.00976922867,0.00657775106,0.0210824767,-0.104310042,0.00888921406,0.0117774314,0.106789859,5.49331454e-05,-0.000715428218,0.000258507605,-0.00441297481,0.00449773715,-0.000535502124,0.0758659509,0.0195400194,0.0534693103,0.0063238239,0.0948494702
0.032,-1.32421796e-05,0.00037453506,0.00020814729,-3.62927249e-05,0.00966798482,0.00658713861,0.0204093179,-0.0981608117,0.00988862173,0.0116987881,0.100746563,5.05580181e-05,-0.000710920738,0.000257998779,-0.00433736519,0.00451719541,-0.000482207383,0.0753535755,0.0193765471,0.0531203413,0.00628094858,0.0942092489
0.033,-1.3268381e-05,0.000384155,0.000214739541,-1.62235707e-05,0.00957293136,0.00659753226,0.0197281734,-0.0919386328,0.0108998853,0.0116262079,0.0946610825,4.62582445e-05,-0.000706393881,0.000257543074,-0.0042622671,0.00453649037,-0.000429261104,0.0748428985,0.0192134494,0.0527723832,0.00623946559,0.0935710453
0.034,-1.32748543e-05,0.000393683002,0.000221342692,3.16301467e-06,0.0094841131,0.00660893928,0.0190452074,-0.0856998148,0.0119138533,0.0115596925,0.0885952486,4.20333139e-05,-0.000701847811,0.000257140141,-0.00418767883,0.00455562243,-0.00037666228,0.0743339175,0.0190507259,0.0524254347,0.00619937288,0.092934857
0.035,-1.32622821e-05,0.000403125301,0.000227957757,2.18682917e-05,0.00940151851,0.00662135782,0.0183665841,-0.0795006662,0.0129213739,0.0114991916,0.0826114353,3.78827175e-05,-0.000697282691,0.000256789634,-0.0041135987,0.00457459195,-0.000324409899,0.0738266303,0.0188883764,0.0520794947,0.00616066778,0.0923006819
0.036,-1.32313425e-05,0.000412488092,0.000234585742,3.9899685e-05,0.00932507977,0.00663477683,0.0176984675,-0.0733974961,0.0139132955,0.0114446043,0.0767724428,3.38059477e-05,-0.000692698682,0.000256491206,-0.004040025,0.00459339931,-0.000272502954,0.0733210346,0.0187264004,0.051734562,0.00612334689,0.0916685174
0.037,-1.31827029e-05,0.000421777472,0.000241227638,5.72707836e-05,0.00925467276,0.00664917616,0.0170470219,-0.0674466132,0.0148804666,0.0113957795,0.0711412319,2.98024992e-05,-0.000688095946,0.000256244513,-0.00396695606,0.00461204487,-0.00022094044,0.072817128,0.0185647976,0.0513906355,0.0060874061,0.0910383615
0.038,-1.31170145e-05,0.000430999388,0.000247884411,7.40013405e-05,0.00919011702,0.00666452646,0.0164184114,-0.0617043263,0.0158137354,0.0113525169,0.06578041,2.58718679e-05,-0.000683474646,0.000256049211,-0.00389439019,0.00463052903,-0.000169721348,0.0723149082,0.0184035678,0.0510477141,0.0060528406,0.0904102117
0.039,-1.30349052e-05,0.000440159578,0.000254556995,9.01172728e-05,0.0091311758,0.00668078928,0.0158188001,-0.0562269443,0.0167039505,0.0113145675,0.0607513429,2.20135517e-05,-0.000678834942,0.000255904956,-0.00382232569,0.00464885213,-0.000118844677,0.071814373,0.0182427105,0.0507057966,0.00601964483,0.0897840658
