time_s,x_hermite,y_hermite,z_hermite,vx_hermite,vy_hermite,vz_hermite,ax_hermite,ay_hermite,az_hermite,speed_hermite,acc_hermite,x_spline,y_spline,z_spline,vx_spline,vy_spline,vz_spline,ax_spline,ay_spline,az_spline,speed_spline,acc_spline
0,0,0,0,-0.000723690388,0.0131224528,0.00632162558,0.00435791135,0.0484669961,0.0337194003,0.0145837391,0.0592033703,0.00011885388,0.000243424268,0.000448026519,-0.00144399583,0.00175017271,-0.00255096083,0.0180422656,-0.0566477474,0.0527519335,0.00341403422,0.0794811747
0.001,-7.21064365e-07,1.31426024e-05,6.33782154e-06,-0.000717999723,0.0131587453,0.0063533663,0.00698972635,0.0244256596,0.0298120667,0.0146298791,0.0391692283,0.000117418896,0.000245146198,0.000445501886,-0.00142598069,0.00169376687,-0.00249835248,0.0179879837,-0.056164225,0.052464878,0.00333826786,0.0789338404
0.002,-1.43515559e-06,2.6309782e-05,1.27054798e-05,-0.000709777293,0.0131719103,0.00638134823,0.00942246705,0.00220284479,0.0262002894,0.0146534846,0.0279301016,0.0001160019,0.000246811963,0.000443029719,-0.00140801993,0.00163784367,-0.00244603082,0.0179335218,-0.0556824792,0.0521785668,0.00326314554,0.0783884719
0.003,-2.13984043e-06,3.94793113e-05,1.90993622e-05,-0.000699219092,0.0131637384,0.00640586235,0.0116622976,-0.0182577572,0.022874917,0.0146563293,0.0315058203,0.000114602838,0.000248422045,0.000440609729,-0.00139011371,0.00158240132,-0.0023939951,0.0178788809,-0.0552025073,0.0518929991,0.00318867098,0.0778450676
0.004,-2.83287853e-06,5.2630725e-05,2.55161426e-05,-0.000686514947,0.0131359634,0.00642719048,0.0137153821,-0.0370124553,0.0198267976,0.0146401371,0.044171659,0.000113221655,0.000249976925,0.000438241633,-0.00137226222,0.00152743806,-0.00234224458,0.0178240623,-0.0547243069,0.051608174,0.00311484836,0.077303626
0.005,-3.5122163e-06,6.57452637e-05,3.19527721e-05,-0.000671848522,0.0130902633,0.00644560531,0.0155878848,-0.0541175582,0.0170467798,0.0146065808,0.0588411842,0.000111858295,0.00025147708,0.000435925145,-0.00135446565,0.00147295212,-0.00229077851,0.0177690669,-0.0542478755,0.051324091,0.00304168231,0.0767641456
0.006,-4.17598072e-06,7.88058177e-05,3.840647e-05,-0.000655397317,0.0130282594,0.00646137036,0.0172859697,-0.0696293747,0.0145257118,0.0145572798,0.0731987082,0.000110512705,0.000252922988,0.000433659982,-0.00133672415,0.00141894172,-0.00223959615,0.0177138959,-0.0537732106,0.0510407491,0.002969178,0.076226625
0.007,-4.82247318e-06,9.17968703e-05,4.48747145e-05,-0.000637332667,0.0129515169,0.00647474,0.0188158011,-0.0836042138,0.0122544421,0.0144938001,0.0865671432,0.000109184829,0.000254315122,0.000431445859,-0.00131903791,0.00136540511,-0.00218869676,0.0176585504,-0.0533003097,0.0507581477,0.00289734113,0.0756910627
0.008,-5.45016336e-06,0.000104704442,5.13552334e-05,-0.000617819744,0.0128615445,0.00648595946,0.0201835431,-0.0960983842,0.0102238191,0.0144176524,0.0987258899,0.000107874611,0.000255653955,0.000429282494,-0.00130140711,0.00131234052,-0.00213807961,0.0176030315,-0.0528291704,0.0504762859,0.00282617807,0.0751574574
0.009,-6.05768299e-06,0.000117516034,5.78459955e-05,-0.000597017556,0.0127597949,0.0064952648,0.0213953598,-0.107168195,0.00842469102,0.0143302917,0.109607294,0.000106581996,0.00025693996,0.000427169606,-0.00128383191,0.00125974618,-0.00208774394,0.0175473403,-0.05235979,0.0501951631,0.00275569584,0.0746258076
0.01,-6.64381973e-06,0.000130220572,6.43452007e-05,-0.000575078945,0.0126476642,0.00650288296,0.0224574154,-0.116869954,0.00684790633,0.0142331167,0.119204931,0.000105306928,0.000258173604,0.000425106913,-0.00126631248,0.00120762035,-0.00203768903,0.0174914778,-0.0518921661,0.0499147784,0.00268590224,0.0740961119
0.011,-7.20751103e-06,0.000142808349,7.08512717e-05,-0.000552150591,0.0125264922,0.00650903168,0.023375874,-0.125259972,0.00548431338,0.0141274687,0.127540463,0.000104049352,0.000259355356,0.000423094134,-0.00124884901,0.00115596127,-0.00198791414,0.0174354453,-0.0514262962,0.0496351311,0.00261680586,0.0735683691
0.012,-7.74783791e-06,0.000155270971,7.73628439e-05,-0.000528373008,0.0123975627,0.0065139196,0.0241568999,-0.132394555,0.00432476055,0.0140146312,0.134649834,0.000102809212,0.000260485681,0.000421130991,-0.00123144165,0.00110476718,-0.00193841853,0.0173792437,-0.0509621779,0.0493562204,0.00254841626,0.0730425779
0.013,-8.26401882e-06,0.000167601299,8.38787572e-05,-0.000503880547,0.0122621028,0.00651774616,0.0248066571,-0.138330015,0.00336009621,0.0138958295,0.14057686,0.00010158645,0.000261565045,0.000419217204,-0.00121409058,0.00105403633,-0.00188920145,0.0173228742,-0.0504998085,0.0490780456,0.00248074397,0.0725187368
