time_s,x_filtered,y_filtered,z_filtered,vx,vy,vz,ax,ay,az,speed_norm_m_s,acc_norm_m_s2
1.613779,0.003980632,-0.007797888,0.005986034,0.011361312,-0.023865772,0.017706209,-0.612651607,1.286946759,-0.954796190,0.031814530,1.715578537
1.614756,0.003991435,-0.007820581,0.006002870,0.010748222,-0.022577906,0.016750730,-0.641729997,1.348029339,-1.000113849,0.030097725,1.797005342
1.615733,0.004001625,-0.007841987,0.006018752,0.010108659,-0.021234427,0.015753993,-0.666797575,1.400686735,-1.039180796,0.028306787,1.867200863
1.616710,0.004011180,-0.007862058,0.006033643,0.009446680,-0.019843862,0.014722322,-0.687567854,1.444317149,-1.071550552,0.026453079,1.925362866
1.617687,0.004020079,-0.007880750,0.006047511,0.008766624,-0.018415325,0.013662478,-0.703754348,1.478318782,-1.096776638,0.024548751,1.970689117
1.618664,0.004028306,-0.007898033,0.006060333,0.008073109,-0.016958516,0.012581660,-0.715070569,1.502089835,-1.114412575,0.022606736,2.002377381
1.619641,0.004035851,-0.007913882,0.006072092,0.007371034,-0.015483725,0.011487500,-0.721230031,1.515028509,-1.124011882,0.020640750,2.019625423
1.620618,0.004042708,-0.007928286,0.006082778,0.006665577,-0.014001829,0.010388070,-0.721946247,1.516533006,-1.125128080,0.018665292,2.021631010
1.621595,0.004048876,-0.007941243,0.006092391,0.005962196,-0.012524294,0.009291875,-0.716932732,1.506001527,-1.117314691,0.016695648,2.007591905
1.622572,0.004054361,-0.007952764,0.006100939,0.005266629,-0.011063174,0.008207858,-0.705902997,1.482832273,-1.100125234,0.014747885,1.976705876
1.623549,0.004059172,-0.007962871,0.006108437,0.004584894,-0.009631108,0.007145397,-0.688570558,1.446423445,-1.073113230,0.012838855,1.928170687
1.624526,0.004063326,-0.007971598,0.006114911,0.003923288,-0.008241327,0.006114307,-0.664648926,1.396173244,-1.035832201,0.010986192,1.861184104
1.625503,0.004066847,-0.007978993,0.006120398,0.003288389,-0.006907648,0.005124840,-0.633851616,1.331479871,-0.987835666,0.009208317,1.774943892
1.626480,0.004069763,-0.007985118,0.006124942,0.002687056,-0.005644476,0.004187683,-0.595892140,1.251741529,-0.928677145,0.007524431,1.668647817
1.627457,0.004072111,-0.007990050,0.006128601,0.002126424,-0.004466804,0.003313958,-0.550484013,1.156356417,-0.857910161,0.005954523,1.541493645
1.628434,0.004073934,-0.007993879,0.006131442,0.001613913,-0.003390214,0.002515227,-0.497340748,1.044722738,-0.775088233,0.004519362,1.392679140
1.629411,0.004075282,-0.007996713,0.006133544,0.001157218,-0.002430873,0.001803484,-0.436175858,0.916238691,-0.679764882,0.003240502,1.221402068
1.630388,0.004076216,-0.007998673,0.006134999,0.000764318,-0.001605540,0.001191163,-0.366702856,0.770302479,-0.571493628,0.002140283,1.026860195
1.631365,0.004076799,-0.007999899,0.006135909,0.000443469,-0.000931559,0.000691131,-0.288635256,0.606312303,-0.449827992,0.001241825,0.808251287
1.632342,0.004077108,-0.008000548,0.006136390,0.000203209,-0.000426864,0.000316693,-0.201686571,0.423666364,-0.314321495,0.000569035,0.564773107
1.634296,0.004077243,-0.008000831,0.006136599,0.000000000,-0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000
1.635249,0.004077296,-0.008000933,0.006136704,0.000165136,-0.000316284,0.000325394,0.336356665,-0.644223835,0.662779854,0.000482895,0.983583901
1.636202,0.004077650,-0.008001611,0.006137402,0.000622259,-0.001191812,0.001226141,0.613356272,-1.174761111,1.208598558,0.001819627,1.793594173
1.637155,0.004078557,-0.008003349,0.006139190,0.001316514,-0.002521519,0.002594149,0.834596217,-1.598501922,1.644544666,0.003849789,2.440550429
1.638108,0.004080219,-0.008006530,0.006142463,0.002196476,-0.004206910,0.004328085,1.003673899,-1.922336363,1.977706732,0.006422999,2.934972283
1.639061,0.004082788,-0.008011451,0.006147526,0.003214146,-0.006156053,0.006333370,1.124186715,-2.153154529,2.215173310,0.009398899,3.287379350
1.640014,0.004086374,-0.008018321,0.006154593,0.004324955,-0.008283585,0.008522183,1.199732062,-2.297846513,2.364032957,0.012647159,3.508291242
1.640967,0.004091048,-0.008027271,0.006163802,0.005487762,-0.010510709,0.010813456,1.233907338,-2.363302410,2.431374226,0.016047472,3.608227574
1.641920,0.004096839,-0.008038363,0.006175213,0.006664854,-0.012765192,0.013132877,1.230309941,-2.356412316,2.424285671,0.019489558,3.597707960
1.642873,0.004103745,-0.008051590,0.006188821,0.007821946,-0.014981371,0.015412890,1.192537267,-2.284066324,2.349855848,0.022873161,3.487252014
1.643826,0.004111732,-0.008066888,0.006204559,0.008928184,-0.017100148,0.017592695,1.124186715,-2.153154529,2.215173310,0.026108054,3.287379350
1.644779,0.004120738,-0.008084137,0.006222305,0.009956139,-0.019068991,0.019618248,1.028855682,-1.970567024,2.027326614,0.029114031,3.008609581
1.645732,0.004130676,-0.008103172,0.006241888,0.010881813,-0.020841934,0.021442259,0.910141564,-1.743193906,1.793404312,0.031820914,2.661462322
1.646685,0.004141440,-0.008123788,0.006263098,0.011684636,-0.022379580,0.023024194,0.771641761,-1.477925268,1.520494960,0.034168550,2.256457186
1.647638,0.004152903,-0.008145743,0.006285686,0.012347464,-0.023649095,0.024330276,0.616953669,-1.181651205,1.215687113,0.036106812,1.804113787
1.648591,0.004164926,-0.008168771,0.006309377,0.012856585,-0.024624213,0.025333481,0.449674686,-0.861261811,0.886069324,0.037595597,1.314951740
1.649544,0.004177357,-0.008192579,0.006333871,0.013201713,-0.025285237,0.026013545,0.273402209,-0.523647181,0.538730149,0.038604830,0.799490658
1.650497,0.004190035,-0.008216862,0.006358853,0.013375991,-0.025619032,0.026356954,0.091733636,-0.175697410,0.180758142,0.039114459,0.268250155
1.651451,0.004202797,-0.008241304,0.006383999,0.013375991,-0.025619032,0.026356954,-0.091733636,0.175697410,-0.180758142,0.039114459,0.268250155
1.652404,0.004215475,-0.008265587,0.006408982,0.013201713,-0.025285237,0.026013545,-0.273402209,0.523647181,-0.538730149,0.038604830,0.799490658
1.653357,0.004227906,-0.008289395,0.006433476,0.012856585,-0.024624213,0.025333481,-0.449674686,0.861261811,-0.886069324,0.037595597,1.314951740
1.654310,0.004239928,-0.008312422,0.006457166,0.012347464,-0.023649095,0.024330276,-0.616953669,1.181651205,-1.215687113,0.036106812,1.804113787
1.655263,0.004251392,-0.008334378,0.006479754,0.011684636,-0.022379580,0.023024194,-0.771641761,1.477925268,-1.520494960,0.034168550,2.256457186
1.656216,0.004262155,-0.008354994,0.006500964,0.010881813,-0.020841934,0.021442259,-0.910141564,1.743193906,-1.793404312,0.031820914,2.661462322
1.657169,0.004272094,-0.008374029,0.006520547,0.009956139,-0.019068991,0.019618248,-1.028855682,1.970567024,-2.027326614,0.029114031,3.008609581
1.658122,0.004281100,-0.008391278,0.006538293,0.008928184,-0.017100148,0.017592695,-1.124186715,2.153154529,-2.215173310,0.026108054,3.287379350
1.659075,0.004289087,-0.008406575,0.006554031,0.007821946,-0.014981371,0.015412890,-1.192537267,2.284066324,-2.349855848,0.022873161,3.487252014
1.660028,0.004295993,-0.008419802,0.006567639,0.006664854,-0.012765192,0.013132877,-1.230309941,2.356412316,-2.424285671,0.019489558,3.597707960
1.660981,0.004301784,-0.008430894,0.006579050,0.005487762,-0.010510709,0.010813456,-1.233907338,2.363302410,-2.431374226,0.016047472,3.608227574
1.661934,0.004306457,-0.008439845,0.006588259,0.004324955,-0.008283585,0.008522183,-1.199732062,2.297846513,-2.364032957,0.012647159,3.508291242
1.662887,0.004310044,-0.008446715,0.006595327,0.003214146,-0.006156053,0.006333370,-1.124186715,2.153154529,-2.215173310,0.009398899,3.287379350
1.663840,0.004312613,-0.008451635,0.006600389,0.002196476,-0.004206910,0.004328085,-1.003673899,1.922336363,-1.977706732,0.006422999,2.934972283
1.664793,0.004314274,-0.008454817,0.006603662,0.001316514,-0.002521519,0.002594149,-0.834596217,1.598501922,-1.644544666,0.003849789,2.440550429
1.665746,0.004315181,-0.008456554,0.006605450,0.000622259,-0.001191812,0.001226141,-0.613356272,1.174761111,-1.208598558,0.001819627,1.793594173
1.667652,0.004315589,-0.008457335,0.006606253,0.000000000,-0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000
1.668624,0.004315602,-0.008457358,0.006606282,0.000039345,-0.000069730,0.000090797,0.079793301,-0.141414378,0.184138151,0.000121056,0.245503271
1.669595,0.004315689,-0.008457513,0.006606484,0.000152787,-0.000270778,0.000352585,0.152546017,-0.270351016,0.352028818,0.000470086,0.469344488
1.670567,0.004315920,-0.008457923,0.006607018,0.000333585,-0.000591199,0.000769811,0.218468314,-0.387182385,0.504157001,0.001026355,0.672170280
1.671539,0.004316357,-0.008458697,0.006608026,0.000575206,-0.001019413,0.001327396,0.277770359,-0.492280955,0.641007699,0.001769759,0.854627276
1.672510,0.004317056,-0.008459935,0.006609638,0.000871318,-0.001544200,0.002010730,0.330662319,-0.586019195,0.763065912,0.002680818,1.017362104
1.673482,0.004318066,-0.008461725,0.006611970,0.001215794,-0.002154702,0.002805676,0.377354360,-0.668769574,0.870816639,0.003740683,1.161021393
1.674454,0.004319432,-0.008464147,0.006615122,0.001602714,-0.002840423,0.003698565,0.418056650,-0.740904564,0.964744879,0.004931134,1.286251771
1.675425,0.004321193,-0.008467266,0.006619185,0.002026358,-0.003591231,0.004676204,0.452979355,-0.802796634,1.045335633,0.006234577,1.393699866
1.676397,0.004323380,-0.008471144,0.006624233,0.002481213,-0.004397351,0.005725868,0.482332641,-0.854818253,1.113073899,0.007634048,1.484012307
1.677369,0.004326023,-0.008475827,0.006630332,0.002961969,-0.005249376,0.006835305,0.506326676,-0.897341892,1.168444678,0.009113210,1.557835722
1.678340,0.004329143,-0.008481357,0.006637532,0.003463521,-0.006138256,0.007992731,0.525171626,-0.930740020,1.211932968,0.010656356,1.615816741
1.679312,0.004332759,-0.008487765,0.006645876,0.003980968,-0.007055306,0.009186838,0.539077658,-0.955385106,1.244023769,0.012248406,1.658601990
1.680284,0.004336883,-0.008495074,0.006655394,0.004509613,-0.007992201,0.010406786,0.548254938,-0.971649622,1.265202082,0.013874908,1.686838099
1.681256,0.004341525,-0.008503301,0.006666105,0.005044963,-0.008940979,0.011642207,0.552913634,-0.979906037,1.275952905,0.015522040,1.701171697
1.682227,0.004346688,-0.008512451,0.006678021,0.005582729,-0.009894040,0.012883204,0.553263912,-0.980526820,1.276761237,0.017176607,1.702249411
1.683199,0.004352374,-0.008522527,0.006691141,0.006118827,-0.010844146,0.014120353,0.549515939,-0.973884441,1.268112079,0.018826043,1.690717870
1.684171,0.004358578,-0.008533522,0.006705458,0.006649378,-0.011784419,0.015344699,0.541879881,-0.960351371,1.250490430,0.020458410,1.667223703
1.685142,0.004365293,-0.008545423,0.006720954,0.007170705,-0.012708345,0.016547760,0.530565905,-0.940300078,1.224381289,0.022062398,1.632413538
1.686114,0.004372509,-0.008558212,0.006737606,0.007679337,-0.013609772,0.017721524,0.515784179,-0.914103034,1.190269656,0.023627325,1.586934003
1.687086,0.004380211,-0.008571863,0.006755382,0.008172006,-0.014482909,0.018858450,0.497744868,-0.882132707,1.148640530,0.025143139,1.531431727
1.688057,0.004388384,-0.008586346,0.006774241,0.008645648,-0.015322326,0.019951471,0.476658140,-0.844761568,1.099978912,0.026600415,1.466553339
1.689029,0.004397006,-0.008601627,0.006794138,0.009097406,-0.016122958,0.020993987,0.452734160,-0.802362086,1.044769800,0.027990357,1.392945466
1.690001,0.004406055,-0.008617665,0.006815022,0.009524624,-0.016880098,0.021979873,0.426183097,-0.755306731,0.983498194,0.029304795,1.311254738
1.690972,0.004415507,-0.008634416,0.006836833,0.009924851,-0.017589405,0.022903474,0.397215116,-0.703967973,0.916649093,0.030536191,1.222127782
1.691944,0.004425334,-0.008651831,0.006859509,0.010295842,-0.018246896,0.023759605,0.366040385,-0.648718282,0.844707498,0.031677633,1.126211228
1.692916,0.004435506,-0.008669858,0.006882983,0.010635554,-0.018848954,0.024543554,0.332869070,-0.589930128,0.768158407,0.032722838,1.024151703
1.693887,0.004445992,-0.008688442,0.006907182,0.010942149,-0.019392319,0.025251080,0.297911337,-0.527975980,0.687486820,0.033666151,0.916595837
1.694859,0.004456759,-0.008707525,0.006932029,0.011213993,-0.019874097,0.025878412,0.261377354,-0.463228308,0.603177737,0.034502545,0.804190257
1.695831,0.004467773,-0.008727044,0.006957446,0.011449657,-0.020291755,0.026422252,0.223477288,-0.396059583,0.515716157,0.035227622,0.687581592
1.696802,0.004478998,-0.008746937,0.006983349,0.011647916,-0.020643121,0.026879772,0.184421304,-0.326842273,0.425587079,0.035837613,0.567416470
1.697774,0.004490396,-0.008767139,0.007009654,0.011807748,-0.020926385,0.027248615,0.144419570,-0.255948849,0.333275504,0.036329376,0.444341521
1.698746,0.004501932,-0.008787582,0.007036274,0.011928337,-0.021140100,0.027526897,0.103682253,-0.183751781,0.239266430,0.036700397,0.319003372
1.699717,0.004513565,-0.008808199,0.007063119,0.012009070,-0.021283180,0.027713203,0.062419518,-0.110623539,0.144044858,0.036948791,0.192048651
1.700689,0.004525256,-0.008828920,0.007090100,0.012049539,-0.021354901,0.027806592,0.020841534,-0.036936591,0.048095786,0.037073303,0.064123989
1.701661,0.004536968,-0.008849676,0.007117127,0.012049539,-0.021354901,0.027806592,-0.020841534,0.036936591,-0.048095786,0.037073303,0.064123989
1.702633,0.004548660,-0.008870397,0.007144108,0.012009070,-0.021283180,0.027713203,-0.062419518,0.110623539,-0.144044858,0.036948791,0.192048651
1.703604,0.004560293,-0.008891014,0.007170954,0.011928337,-0.021140100,0.027526897,-0.103682253,0.183751781,-0.239266430,0.036700397,0.319003372
1.704576,0.004571828,-0.008911457,0.007197573,0.011807748,-0.020926385,0.027248615,-0.144419570,0.255948849,-0.333275504,0.036329376,0.444341521
1.705548,0.004583227,-0.008931659,0.007223878,0.011647916,-0.020643121,0.026879772,-0.184421304,0.326842273,-0.425587079,0.035837613,0.567416470
1.706519,0.004594452,-0.008951552,0.007249782,0.011449657,-0.020291755,0.026422252,-0.223477288,0.396059583,-0.515716157,0.035227622,0.687581592
1.707491,0.004605466,-0.008971072,0.007275198,0.011213993,-0.019874097,0.025878412,-0.261377354,0.463228308,-0.603177737,0.034502545,0.804190257
1.708463,0.004616233,-0.008990154,0.007300046,0.010942149,-0.019392319,0.025251080,-0.297911337,0.527975980,-0.687486820,0.033666151,0.916595837
1.709434,0.004626719,-0.009008738,0.007324244,0.010635554,-0.018848954,0.024543554,-0.332869070,0.589930128,-0.768158407,0.032722838,1.024151703
1.710406,0.004636891,-0.009026765,0.007347718,0.010295842,-0.018246896,0.023759605,-0.366040385,0.648718282,-0.844707498,0.031677633,1.126211228
1.711378,0.004646717,-0.009044180,0.007370395,0.009924851,-0.017589405,0.022903474,-0.397215116,0.703967973,-0.916649093,0.030536191,1.222127782
1.712349,0.004656169,-0.009060931,0.007392206,0.009524624,-0.016880098,0.021979873,-0.426183097,0.755306731,-0.983498194,0.029304795,1.311254738
1.713321,0.004665218,-0.009076969,0.007413089,0.009097406,-0.016122958,0.020993987,-0.452734160,0.802362086,-1.044769800,0.027990357,1.392945466
1.714293,0.004673841,-0.009092250,0.007432987,0.008645648,-0.015322326,0.019951471,-0.476658140,0.844761568,-1.099978912,0.026600415,1.466553339
1.715264,0.004682013,-0.009106733,0.007451846,0.008172006,-0.014482909,0.018858450,-0.497744868,0.882132707,-1.148640530,0.025143139,1.531431727
1.716236,0.004689716,-0.009120384,0.007469621,0.007679337,-0.013609772,0.017721524,-0.515784179,0.914103034,-1.190269656,0.023627325,1.586934003
1.717208,0.004696932,-0.009133173,0.007486273,0.007170705,-0.012708345,0.016547760,-0.530565905,0.940300078,-1.224381289,0.022062398,1.632413538
1.718179,0.004703647,-0.009145074,0.007501770,0.006649378,-0.011784419,0.015344699,-0.541879881,0.960351371,-1.250490430,0.020458410,1.667223703
1.719151,0.004709851,-0.009156069,0.007516087,0.006118827,-0.010844146,0.014120353,-0.549515939,0.973884441,-1.268112079,0.018826043,1.690717870
1.720123,0.004715536,-0.009166145,0.007529207,0.005582729,-0.009894040,0.012883204,-0.553263912,0.980526820,-1.276761237,0.017176607,1.702249411
1.721094,0.004720699,-0.009175296,0.007541122,0.005044963,-0.008940979,0.011642207,-0.552913634,0.979906037,-1.275952905,0.015522040,1.701171697
1.722066,0.004725341,-0.009183522,0.007551834,0.004509613,-0.007992201,0.010406786,-0.548254938,0.971649622,-1.265202082,0.013874908,1.686838099
1.723038,0.004729465,-0.009190831,0.007561351,0.003980968,-0.007055306,0.009186838,-0.539077658,0.955385106,-1.244023769,0.012248406,1.658601990
1.724010,0.004733081,-0.009197239,0.007569695,0.003463521,-0.006138256,0.007992731,-0.525171626,0.930740020,-1.211932968,0.010656356,1.615816741
1.724981,0.004736201,-0.009202769,0.007576896,0.002961969,-0.005249376,0.006835305,-0.506326676,0.897341892,-1.168444678,0.009113210,1.557835722
1.725953,0.004738844,-0.009207453,0.007582994,0.002481213,-0.004397351,0.005725868,-0.482332641,0.854818253,-1.113073899,0.007634048,1.484012307
1.726925,0.004741032,-0.009211330,0.007588043,0.002026358,-0.003591231,0.004676204,-0.452979355,0.802796634,-1.045335633,0.006234577,1.393699866
1.727896,0.004742792,-0.009214450,0.007592105,0.001602714,-0.002840423,0.003698565,-0.418056650,0.740904564,-0.964744879,0.004931134,1.286251771
1.728868,0.004744158,-0.009216871,0.007595258,0.001215794,-0.002154702,0.002805676,-0.377354360,0.668769574,-0.870816639,0.003740683,1.161021393
1.729840,0.004745169,-0.009218661,0.007597589,0.000871318,-0.001544200,0.002010730,-0.330662319,0.586019195,-0.763065912,0.002680818,1.017362104
1.730811,0.004745867,-0.009219900,0.007599202,0.000575206,-0.001019413,0.001327396,-0.277770359,0.492280955,-0.641007699,0.001769759,0.854627276
1.731783,0.004746304,-0.009220674,0.007600210,0.000333585,-0.000591199,0.000769811,-0.218468314,0.387182385,-0.504157001,0.001026355,0.672170280
1.732755,0.004746535,-0.009221083,0.007600743,0.000152787,-0.000270778,0.000352585,-0.152546017,0.270351016,-0.352028818,0.000470086,0.469344488
1.734698,0.004746636,-0.009221261,0.007600975,0.000000000,-0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000
1.735675,0.004746647,-0.009221278,0.007601011,0.000034550,-0.000050785,0.000108844,0.069679249,-0.102421615,0.219513638,0.000124979,0.252054800
1.736652,0.004746724,-0.009221392,0.007601254,0.000134105,-0.000197121,0.000422477,0.133118565,-0.195671145,0.419369339,0.000485106,0.481537529
1.737629,0.004746928,-0.009221691,0.007601897,0.000292662,-0.000430184,0.000921986,0.190507037,-0.280026533,0.600162797,0.001058663,0.689132188
1.738606,0.004747313,-0.009222258,0.007603110,0.000504402,-0.000741421,0.001589041,0.242033754,-0.355765719,0.762489707,0.001824603,0.875522780
1.739582,0.004747929,-0.009223163,0.007605050,0.000763692,-0.001122551,0.002405892,0.287887805,-0.423166646,0.906945765,0.002762547,1.041393306
1.740559,0.004748819,-0.009224471,0.007607854,0.001065082,-0.001565565,0.003355374,0.328258279,-0.482507256,1.034126665,0.003852782,1.187427770
1.741536,0.004750022,-0.009226239,0.007611643,0.001403307,-0.002062723,0.004420901,0.363334264,-0.534065491,1.144628103,0.005076265,1.314310173
1.742513,0.004751571,-0.009228516,0.007616524,0.001773289,-0.002606559,0.005586471,0.393304850,-0.578119293,1.239045774,0.006414621,1.422724517
1.743490,0.004753495,-0.009231345,0.007622586,0.002170131,-0.003189879,0.006836662,0.418359125,-0.614946604,1.317975372,0.007850143,1.513354805
1.744467,0.004755818,-0.009234759,0.007629904,0.002589125,-0.003805758,0.008156635,0.438686179,-0.644825365,1.382012594,0.009365792,1.586885038
1.745444,0.004758560,-0.009238789,0.007638540,0.003025743,-0.004447544,0.009532134,0.454475100,-0.668033520,1.431753133,0.010945197,1.643999220
1.746421,0.004761734,-0.009243455,0.007648541,0.003475646,-0.005108856,0.010949482,0.465914976,-0.684849009,1.467792686,0.012572656,1.685381351
1.747397,0.004765353,-0.009248774,0.007659942,0.003934677,-0.005783586,0.012395588,0.473194898,-0.695549774,1.490726947,0.014233136,1.711715435
1.748374,0.004769423,-0.009254757,0.007672764,0.004398864,-0.006465896,0.013857938,0.476503953,-0.700413759,1.501151611,0.015912268,1.723685473
1.749351,0.004773948,-0.009261408,0.007687018,0.004864422,-0.007150220,0.015324605,0.476031231,-0.699718904,1.499662373,0.017596357,1.721975467
1.750328,0.004778927,-0.009268726,0.007702703,0.005327748,-0.007831263,0.016784240,0.471965820,-0.693743152,1.486854929,0.019272371,1.707269421
1.751305,0.004784355,-0.009276706,0.007719805,0.005785424,-0.008504002,0.018226078,0.464496810,-0.682764444,1.463324973,0.020927950,1.680251335
1.752282,0.004790227,-0.009285337,0.007738303,0.006234218,-0.009163685,0.019639936,0.453813288,-0.667060723,1.429668201,0.022551401,1.641605212
1.753259,0.004796532,-0.009294604,0.007758165,0.006671083,-0.009805833,0.021016210,0.440104345,-0.646909930,1.386480307,0.024131697,1.592015055
1.754236,0.004803256,-0.009304488,0.007779349,0.007093155,-0.010426238,0.022345882,0.423559069,-0.622590008,1.334356987,0.025658483,1.532164865
1.755213,0.004810384,-0.009314966,0.007801805,0.007497756,-0.011020961,0.023620514,0.404366549,-0.594378898,1.273893936,0.027122069,1.462738644
1.756189,0.004817898,-0.009326011,0.007825477,0.007882392,-0.011586338,0.024832250,0.382715873,-0.562554543,1.205686849,0.028513434,1.384420396
1.757166,0.004825777,-0.009337592,0.007850299,0.008244754,-0.012118974,0.025973815,0.358796131,-0.527394884,1.130331421,0.029824227,1.297894121
1.758143,0.004833999,-0.009349677,0.007876199,0.008582718,-0.012615747,0.027038517,0.332796412,-0.489177863,1.048423347,0.031046764,1.203843822
1.759120,0.004842538,-0.009362228,0.007903099,0.008894344,-0.013073807,0.028020247,0.304905803,-0.448181423,0.960558322,0.032174028,1.102953502
1.760097,0.004851367,-0.009375206,0.007930915,0.009177878,-0.013490574,0.028913477,0.275313395,-0.404683505,0.867332042,0.033199671,0.995907162
1.761074,0.004860459,-0.009388571,0.007959558,0.009431749,-0.013863740,0.029713258,0.244208276,-0.358962051,0.769340200,0.034118014,0.883388805
1.762051,0.004869784,-0.009402278,0.007988936,0.009654572,-0.014191268,0.030415229,0.211779535,-0.311295004,0.667178494,0.034924046,0.766082432
1.763028,0.004879312,-0.009416282,0.008018949,0.009845147,-0.014471394,0.031015604,0.178216260,-0.261960305,0.561442616,0.035613423,0.644672047
1.764004,0.004889009,-0.009430536,0.008049499,0.010002457,-0.014702624,0.031511185,0.143707541,-0.211235896,0.452728264,0.036182470,0.519841651
1.764981,0.004898843,-0.009444991,0.008080480,0.010125671,-0.014883737,0.031899353,0.108442467,-0.159399719,0.341631130,0.036628180,0.392275245
1.765958,0.004908781,-0.009459598,0.008111787,0.010214143,-0.015013782,0.032178070,0.072610126,-0.106729716,0.228746912,0.036948215,0.262656834
1.766935,0.004918787,-0.009474308,0.008143312,0.010267411,-0.015092081,0.032345883,0.036399608,-0.053503829,0.114671304,0.037140904,0.131670418
1.767912,0.004928829,-0.009489068,0.008174947,0.010285198,-0.015118225,0.032401917,0.000000000,-0.000000000,0.000000000,0.037205245,0.000000000
1.768889,0.004938871,-0.009503828,0.008206581,0.010267411,-0.015092081,0.032345883,-0.036399608,0.053503829,-0.114671304,0.037140904,0.131670418
1.769866,0.004948878,-0.009518537,0.008238107,0.010214143,-0.015013782,0.032178070,-0.072610126,0.106729716,-0.228746912,0.036948215,0.262656834
1.770843,0.004958815,-0.009533144,0.008269414,0.010125671,-0.014883737,0.031899353,-0.108442467,0.159399719,-0.341631130,0.036628180,0.392275245
1.771820,0.004968649,-0.009547600,0.008300395,0.010002457,-0.014702624,0.031511185,-0.143707541,0.211235896,-0.452728264,0.036182470,0.519841651
1.772796,0.004978347,-0.009561854,0.008330944,0.009845147,-0.014471394,0.031015604,-0.178216260,0.261960305,-0.561442616,0.035613423,0.644672047
1.773773,0.004987874,-0.009575858,0.008360958,0.009654572,-0.014191268,0.030415229,-0.211779535,0.311295004,-0.667178494,0.034924046,0.766082432
1.774750,0.004997199,-0.009589565,0.008390335,0.009431749,-0.013863740,0.029713258,-0.244208276,0.358962051,-0.769340200,0.034118014,0.883388805
1.775727,0.005006291,-0.009602929,0.008418979,0.009177878,-0.013490574,0.028913477,-0.275313395,0.404683505,-0.867332042,0.033199671,0.995907162
1.776704,0.005015121,-0.009615908,0.008446795,0.008894344,-0.013073807,0.028020247,-0.304905803,0.448181423,-0.960558322,0.032174028,1.102953502
1.777681,0.005023659,-0.009628459,0.008473695,0.008582718,-0.012615747,0.027038517,-0.332796412,0.489177863,-1.048423347,0.031046764,1.203843822
1.778658,0.005031881,-0.009640543,0.008499595,0.008244754,-0.012118974,0.025973815,-0.358796131,0.527394884,-1.130331421,0.029824227,1.297894121
1.779635,0.005039760,-0.009652125,0.008524417,0.007882392,-0.011586338,0.024832250,-0.382715873,0.562554543,-1.205686849,0.028513434,1.384420396
1.780611,0.005047274,-0.009663170,0.008548088,0.007497756,-0.011020961,0.023620514,-0.404366549,0.594378898,-1.273893936,0.027122069,1.462738644
1.781588,0.005054402,-0.009673648,0.008570545,0.007093155,-0.010426238,0.022345882,-0.423559069,0.622590008,-1.334356987,0.025658483,1.532164865
1.782565,0.005061126,-0.009683532,0.008591729,0.006671083,-0.009805833,0.021016210,-0.440104345,0.646909930,-1.386480307,0.024131697,1.592015055
1.783542,0.005067431,-0.009692799,0.008611591,0.006234218,-0.009163685,0.019639936,-0.453813288,0.667060723,-1.429668201,0.022551401,1.641605212
1.784519,0.005073303,-0.009701430,0.008630089,0.005785424,-0.008504002,0.018226078,-0.464496810,0.682764444,-1.463324973,0.020927950,1.680251335
1.785496,0.005078731,-0.009709409,0.008647191,0.005327748,-0.007831263,0.016784240,-0.471965820,0.693743152,-1.486854929,0.019272371,1.707269421
1.786473,0.005083710,-0.009716727,0.008662875,0.004864422,-0.007150220,0.015324605,-0.476031231,0.699718904,-1.499662373,0.017596357,1.721975467
1.787450,0.005088235,-0.009723378,0.008677129,0.004398864,-0.006465896,0.013857938,-0.476503953,0.700413759,-1.501151611,0.015912268,1.723685473
1.788427,0.005092305,-0.009729361,0.008689952,0.003934677,-0.005783586,0.012395588,-0.473194898,0.695549774,-1.490726947,0.014233136,1.711715435
1.789403,0.005095924,-0.009734680,0.008701353,0.003475646,-0.005108856,0.010949482,-0.465914976,0.684849009,-1.467792686,0.012572656,1.685381351
1.790380,0.005099098,-0.009739347,0.008711354,0.003025743,-0.004447544,0.009532134,-0.454475100,0.668033520,-1.431753133,0.010945197,1.643999220
1.791357,0.005101840,-0.009743376,0.008719990,0.002589125,-0.003805758,0.008156635,-0.438686179,0.644825365,-1.382012594,0.009365792,1.586885038
1.792334,0.005104163,-0.009746791,0.008727308,0.002170131,-0.003189879,0.006836662,-0.418359125,0.614946604,-1.317975372,0.007850143,1.513354805
1.793311,0.005106087,-0.009749619,0.008733370,0.001773289,-0.002606559,0.005586471,-0.393304850,0.578119293,-1.239045774,0.006414621,1.422724517
1.794288,0.005107636,-0.009751896,0.008738250,0.001403307,-0.002062723,0.004420901,-0.363334264,0.534065491,-1.144628103,0.005076265,1.314310173
1.795265,0.005108839,-0.009753664,0.008742040,0.001065082,-0.001565565,0.003355374,-0.328258279,0.482507256,-1.034126665,0.003852782,1.187427770
1.796242,0.005109729,-0.009754973,0.008744844,0.000763692,-0.001122551,0.002405892,-0.287887805,0.423166646,-0.906945765,0.002762547,1.041393306
1.797218,0.005110345,-0.009755878,0.008746783,0.000504402,-0.000741421,0.001589041,-0.242033754,0.355765719,-0.762489707,0.001824603,0.875522780
